Contains 'g' Schmidt semi-normalized spherical harmonic coefficients for JRM33 internal field model of Jupiter in gauss (G), organized as g_mn, so that each row represents a single n and each column a single m. See https://doi.org/10.1029/2021JE007055
       g0n,       g1n,       g2n,       g3n,       g4n,       g5n,       g6n,       g7n,       g8n,       g9n,      g10n,      g11n,      g12n,      g13n,      g14n,      g15n,      g16n,      g17n,      g18n,      g19n,      g20n,      g21n,      g22n,      g23n,      g24n,      g25n,      g26n,      g27n,      g28n,      g29n,      g30n
 -0.004937,  0.004867, -0.000620,  0.005392,  0.001874,  0.001368, -0.000094, -0.005812,  0.002918, -0.001981,  0.000955, -0.003726,  0.001907, -0.001196, -0.000119,  0.000744, -0.003914, -0.000331, -0.001180, -0.000572,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 -0.003199,  0.001136, -0.002622,  0.000942, -0.003067, -0.001392, -0.002915, -0.007166,  0.000555, -0.002190, -0.001651, -0.002066, -0.001157, -0.001175, -0.000569, -0.000069,  0.000314, -0.001469,  0.004537, -0.002565,  0.004242,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
 -0.000715, -0.001570, -0.001279, -0.000739, -0.000980,  0.002221, -0.002993, -0.001248,  0.001556,  0.000610, -0.001375, -0.000521, -0.001771, -0.000516,  0.000443,  0.000357, -0.003658,  0.000914, -0.002006,  0.000280, -0.001138,  0.000167,         0,         0,         0,         0,         0,         0,         0,         0,         0
 -0.000486, -0.001979, -0.000164,  0.000840,  0.001556,  0.001949, -0.000916,  0.000555,  0.001836,  0.000431, -0.000164, -0.001496,  0.000331, -0.000394,  0.001234, -0.000622, -0.000749, -0.000280,  0.001421,  0.001472, -0.003075,  0.002282, -0.003654,         0,         0,         0,         0,         0,         0,         0,         0
 -0.000537, -0.001207,  0.000230,  0.000539, -0.000258, -0.001855,  0.000652, -0.000457, -0.000223, -0.000345,  0.000104, -0.001589, -0.000156, -0.000594,  0.001222, -0.001195, -0.000183,  0.001082, -0.000356, -0.000946,  0.001470, -0.000885,  0.001991, -0.001216,         0,         0,         0,         0,         0,         0,         0
  0.001285, -0.000319,  0.000385, -0.000807, -0.001186, -0.001774,  0.000448, -0.000268, -0.001533,  0.000076, -0.000496, -0.000487, -0.001221, -0.000017,  0.000401, -0.000571, -0.000827,  0.001705, -0.001091,  0.000280, -0.000455, -0.000421,  0.000164, -0.000427,  0.001748,         0,         0,         0,         0,         0,         0
  0.002030,  0.000423,  0.000171, -0.000795, -0.000015,  0.000314,  0.000188,  0.000215, -0.000946,  0.000350, -0.000606, -0.000117, -0.000847,  0.000601,  0.000058, -0.000049,  0.000259,  0.001173,  0.000092,  0.000996, -0.001262,  0.000342,  0.000259,  0.000237,  0.000898,  0.000632,         0,         0,         0,         0,         0
  0.000420,  0.000697, -0.000126, -0.000070,  0.000584,  0.000718,  0.000301,  0.000248,  0.000007,  0.000087,  0.000108, -0.000214, -0.000001,  0.000276,  0.000171,  0.000231,  0.000599,  0.000894,  0.000400, -0.000305, -0.000425,  0.000290, -0.000213,  0.000051, -0.002055,  0.000601, -0.001423,         0,         0,         0,         0
 -0.000973,  0.000294, -0.000178,  0.000304,  0.000231,  0.000161,  0.000131,  0.000086,  0.000283, -0.000140,  0.000524,  0.000103,  0.000174, -0.000332,  0.000120,  0.000221,  0.000157,  0.000425,  0.000188, -0.000625, -0.000237,  0.000154, -0.000385, -0.000102, -0.001064, -0.000255, -0.000026, -0.000868,         0,         0,         0
 -0.000668, -0.000196, -0.000039,  0.000278, -0.000093, -0.000062, -0.000122, -0.000062,  0.000167, -0.000091,  0.000178,  0.000342, -0.000004, -0.000306, -0.000032,  0.000029,  0.000017, -0.000197,  0.000022,  0.000167, -0.000205, -0.000035,  0.000098,  0.000076,  0.000128, -0.000354,  0.000437,  0.000105, -0.000236,         0,         0
  0.000153, -0.000222,  0.000082,  0.000054, -0.000101, -0.000044, -0.000131, -0.000065,  0.000030,  0.000042, -0.000197,  0.000132,  0.000012,  0.000069, -0.000077, -0.000018,  0.000061, -0.000271, -0.000112,  0.000406,  0.000081, -0.000143,  0.000239,  0.000115,  0.000020, -0.000098,  0.000052,  0.000041,  0.000428,  0.000053,         0
  0.000322, -0.000001,  0.000080, -0.000128, -0.000008, -0.000046, -0.000032,  0.000008, -0.000059,  0.000044, -0.000143, -0.000094,  0.000080,  0.000161, -0.000033,  0.000036,  0.000037,  0.000010, -0.000109,  0.000043,  0.000212, -0.000054,  0.000007, -0.000052, -0.000130,  0.000050, -0.000192, -0.000143,  0.000321,  0.000280,  0.000269
